Card Identifiers,,,,,Pre-requisites (Global Parameters),,,,,,,,.,Pre-requisites (Non-Global Parameters),,,,,,,,,,,,,Tags,,,,,,,,,,,,.,Production,,,,,,,Resource,,,,,,,,Terraforming Effect,,,,,,,Interactions,,,,,,Text,,,
Card Name,Card #,Cost,Card Type,Deck,Req: Temperature,Req: Oxygen,Req: Ocean,Req: Venus,Req: Max Temperature,Req: Max Oxygen,Req: Max Ocean,Req: Max Venus,Pre-requisites (Global),Req: Science,Req: Building,Req: Space,Req: Microbe,Req: Plant,Req: Animal,Req: City,Req: Earth,Req: Jovian,Req: Energy,Req: Venus,Req: Other,Pre-requisites (Non-Global),Tag: Science,Tag: Building,Tag: Space,Tag: Microbe,Tag: Plant,Tag: Animal,Tag: City,Tag: Earth,Tag: Jovian,Tag: Energy,Tag: Venus,Tag: Event,Tags,Prod: Megacredit,Prod: Steel,Prod: Titanium,Prod: Plant,Prod: Energy,Prod: Heat,Production,Inv: Megacredit,Inv: Steel,Inv: Titanium,Inv: Plant,Inv: Energy,Inv: Heat,Other (Resources on Cards),Resource,Temperature,Oxygen,Ocean,Venus,TR,VP,Terraforming Effect,Tile/Colony Placement,# Actions and/or Effect,Depends on opponents,Affects opponents,Holds Resources,Interactions,Action or On-going Effect text,One time Effect Text,Text,
Mining Rights,67,9,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,Ref,Ref,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Place [the mining] tile on an area with a steel or titanium placement bonus. Increase that production 1 step.,,
Minority Refuge,C26,5,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,-2,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Decrese your MC production 2 steps. Place a colony.,,
Miranda Resort,51,12,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,1,0,0,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Increase your MC production 1 step for each Earth tag you have.,,
Mohole,P22,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,,0,0,0,0,0,3,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increse your heat production 3 steps. Gain 3 heat.,,
Mohole Area,142,20,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Increase your heat production 4 steps. Place [the Mohole Area] tile ON AN AREA RESERVED FOR OCEAN.,,
Mohole Excavation,P23,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,2,,0,0,0,0,0,2,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Increase your steel production 1 step, and your heat production 2 steps. Gain 2 heat.",,
Molecular Printing,C27,11,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,Ref,No,No,,,Gain 1 MC fo each city tile in play. Gain 1 MC for each colony in play.,,
Morning Star Inc.,,,Corporation,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,50,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: Your Venus requirements are +/- 2 steps, your choice in each case.","You start with 50 MC. As your first action, reveal cards from the deck until you have revealed 3 Venus-tag cards. Take those into hand and discard the rest.",,
Moss,122,4,Automated,Basic,-30,0,3,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,-1,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires 3 ocean tiles and that you lose 1 plant. Increase your plant production 1 step.,,
Natural Preserve,44,9,Automated,Basic,-30,0,0,0,8,4,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,Ref,0,No,No,No,,,Oxygen must be 4% or less. Place this tile NEXT TO NO OTHER TILE. Increase your MC production 1 step.,,
Neutralizer Factory,240,7,Automated,Venus,-30,0,0,10,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,1,0,0,,No,0,No,No,No,,,Requires Venus 10%. Increase Venus 1 step.,,
Nitrite Reducing Bacteria,157,11,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,Ref,0,,No,2,No,No,Microbes,,"Action: Add 1 microbe to this card, or remove 3 microbes to increase your TR 1 step.",Add 3 microbes to this card.,,
Nitrogen from Titan,C28,25,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Floaters,,0,0,0,0,2,1,,No,0,No,No,No,,,Raise your TR 2 steps. Add 2 floaters to a JOVIAN CARD.,,
Nitrogen Shipment,P24,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,,5,0,0,0,0,0,No,,0,0,0,0,1,0,,No,0,No,No,No,,,Raise your terraform rating 1 step. Increase your plant production 1 step. Gain 5 MC.,,
Nitrogen-Rich Asteroid,37,31,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,Ref,0,0,,0,0,0,0,0,0,No,,1,0,0,0,2,0,,No,0,No,No,No,,,"Raise your terraforming rating 2 steps and temperature 1 step. Increase your plant production 1 step, or 4 steps if you have 3 plant tags.",,
Nitrophilic Moss,146,8,Automated,Basic,-30,0,3,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,2,0,0,,0,0,0,-2,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires 3 ocean tiles and that you lose 2 plants. Increase your plant production 2 steps.,,
Noctis City,17,18,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,1,0,0,0,0,0,,3,0,0,0,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,"Decrease your energy production 1 step and increase your MC production 3 steps. Place a tile ON THE RESERVED AREA, disregarding normal placement restrictions.",,
Noctis Farming,176,10,Automated,Basic,-20,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,2,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Requires -20°C or warmer. Increase your MC production 1 step and gain 2 plants.,,
Nuclear Power,45,10,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,1,0,0,,-2,0,0,0,3,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Decrease your MC production 2 steps and increase your energy production 3 steps.,,
Nuclear Zone,97,10,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,2,0,0,0,0,-2,,Ref,0,No,No,No,,,Place [the nuclear zone] tile and raise the temperature 2 steps.,,
Olympus Conference,185,10,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,1,,No,Eff,No,No,Science,,"Effect: When you play a science tag, including this, either add a science resource to this card, or remove a science resource from this card to draw a card.",,,
Omnicourt,241,11,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,1,1,0,1,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,2,0,,No,0,No,No,No,,,"Requires Venus, Earth, and Jovian tags. Increase your TR 2 steps.",,
Open City,108,23,Automated,Basic,-30,12,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,1,0,0,0,0,0,,4,0,0,0,-1,0,,0,0,0,2,0,0,No,,0,0,0,0,0,1,,Ref,0,No,No,No,,,Requires 12% oxygen. Decrease your energy production 1 step and increase your MC production 4 steps. Gain 2 plants and place a city tile.,,
Optimal Aerobraking,31,7,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you place a space event, you gain 3 MC and 3 heat.",,,
Orbital Construction Yard,P25,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,,0,0,4,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your titanium produciton [sic] 1 step. Gain 4 titanium.,,
Orbital Reflectors,242,26,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,2,,0,0,0,0,0,0,No,,0,0,0,2,0,0,,No,0,No,No,No,,,Raise Venus 2 steps. Increase your heat production 2 steps.,,
Ore Processor,104,13,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,Ref,Ref,0,0,No,,0,Ref,0,0,0,0,,No,1,No,No,No,,Action: Spend 4 energy to gain 1 titanium and increase oxygen 1 step.,,,
Penguins,212,7,Active,Promo,-30,0,8,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,0,No,No,Animals,,Action: Add 1 animal to this card.,Requires 8 Oceans. 1 VP per animal on this card.,,
Permafrost extraction,191,8,Event,Basic,-8,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Requires -8°C or warmer. Place 1 ocean tile.,,
Peroxide Power,89,7,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,1,0,0,,-1,0,0,0,2,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Decrease your MC production 1 step and increase your energy production 2 steps.,,
Pets,172,10,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,Eff,Ref,No,Animals,,"Effect: When any city tile is placed, add an animal to this card.
Animals may not be removed from this card.",Add 1 animal to this card. 1 VP per 2 animals here.,,
PhoboLog,,,Corporation,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,23,0,10,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,Effect: Your titanium resources are each worth 1 MC extra.,You start with 10 titanium and 23 MC,,
Phobos Space Haven,21,25,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,3,,Ref,0,No,No,No,,,Increase your titanium production 1 step and place a city tile ON THE RESERVED AREA.,,
Physics Complex,95,12,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,Ref,0,Ref,,0,0,0,0,0,Ref,,No,1,No,No,Science,,Action: Spend 6 energy to add a science resource to this card.,2 VP for each science resource on this card.,,
Pioneer Settlement,C29,13,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,Ref,,0,0,1,0,0,0,0,0,0,0,0,0,,-2,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,2,,Ref,0,No,No,No,,,Requires that you have no more than 1 colony. Decrease your MC production 2 steps. Place a colony.,,
Plantation,193,15,Automated,Basic,-30,0,0,0,8,14,9,30,,2,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,1,0,0,0,0,,Ref,0,No,No,No,,,Requires 2 science tags. Place a greenery tile and raise oxygen 1 step.,,
Point Luna,,,Corporation,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,,38,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you play a Earth tag, including this, draw a card.",You start with 38 MC and 1 titanium production.,,
Polar Industries,P26,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,,0,0,0,0,0,0,No,,0,0,1,0,0,0,,No,0,No,No,No,,,Place 1 ocean tile. Increase your heat production 2 steps.,,
Polyphemos,,,Corporation,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,,50,0,5,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you buy a card to hand, pay 5 MC instead of 3 MC, including the starting hand.",You start with 50 MC. Increase your MC production 5 steps. Gain 5 titanium.,,
Poseidon,,,Corporation,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,Ref,0,0,0,0,0,,45,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,Eff,No,No,No,,"Effect: When any colony is placed, including this, raise your MC production 1 step.","You start with 45 MC. As your first action, place a colony.",,
Power Generation,P27,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,3,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your energy production 3 steps.,,
Power Grid,102,18,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,Ref,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Increase your energy production 1 step for each power tag you have, including this.)",,
Power Infrastructure,194,4,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,Ref,0,0,0,Ref,0,No,,0,0,0,0,0,0,,No,1,No,No,No,,Action: Spend any amount of energy to gain that amount of MC.,,,
Power Plant,141,4,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your energy production 1 step.,,
Power Supply Consortium,160,5,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,2,0,No,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,Ref,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,Ref,No,,,Requires 2 power tags. Decrease any energy production 1 step and increase your own 1 step.,,
Predators,24,14,Active,Basic,-30,11,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,Ref,Ref,Animals,,Action: Remove 1 animal from any card and add it to this card.,Requires 11% oxygen. 1 VP per animal on this card.,,
Productive Outpost,C30,0,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Gain all your colony bonuses,,
Protected Habitats,173,5,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,Ref,No,,"[Effect: ]Opponents may not remove your [plants, animals or microbes]",,,
Protected Valley,174,23,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,No,,0,1,0,0,0,0,,Ref,0,No,No,No,,,"Increase your MC production 2 steps. Place a greenery tile ON AN AREA RESERVED FOR OCEAN, disregarding normal placement restrictions, and increase oxygen 1 step.",,
Psychrophiles,P39,2,Active,Prelude,-30,0,0,0,-20,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,1 + Eff,No,No,Microbes,,"Action: Add a microbe to this card. Effect: When paying for a plant card, microbes here may be used as 2 MC each.",Requires temperature -20°C or colder.,,
Quantum Communications,C31,8,Automated,Colonies,-30,0,0,0,8,14,9,30,,4,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,Ref,No,No,,,Requires 4 science tags. Increase your MC production 1 step for each colony in play.,,
Quantum Extractor,79,13,Active,Corporate,-30,0,0,0,8,14,9,30,,4,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,4,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you play a space card, you pay 2 MC less for it",,,
Rad-Chem Factory,205,8,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,2,0,,No,0,No,No,No,,,Decrease your energy production 1 step. Raise your terraform rating 2 steps.,,
Rad-Suits,186,6,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,Ref,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,Ref,No,No,,,Requires 2 cities in play. Increase your MC production 1 step.,,
Red Spot Observatory,C32,17,Active,Colonies,-30,0,0,0,8,14,9,30,,3,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,2,,No,2,No,No,No,,"Action: Add 1 floater to this card, or spend 1 floater here to draw a card.",Requires 3 science tags. Draw 2 cards.,,
Refugee Camps,C33,10,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,No,No,Camps,,Action: Decrease your MC production 1 step to add a camp resource to this card.,1 VP for each camp resource on this card.,,
Regolith Eaters,33,13,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,Ref,0,0,0,0,,No,2,No,No,Microbes,,"Action: Add 1 microbe to this card, or remove 2 microbe from this card to raise oxygen level 1 step.",,,
Release of Inert Gases,36,14,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,2,0,,No,0,No,No,No,,,Raise your terraform rating 2 steps.,,
Research,90,11,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,1,,No,0,No,No,No,,,Counts as playing 2 science cards. Draw 2 cards.,,
Research Colony,C34,20,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Place a colony. MAY BE PLACED WHERE YOU ALREADY HAVE A COLONY. Draw 2 cards.,,
Research Coordination,P40,4,Automated,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,,"After being played, when you perform an action, the wild tag counts as any tag of your choice.",,
Research Network,P28,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,Ref,,1,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Draw 3 cards, and increase your MC production 1 step. After being played, when you perform an action, the wild tag is any tag of your choice.",,
Research Outpost,20,18,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,Eff,No,No,No,,"Effect: When you play a card, you pay 1 MC less for it.",Place a city tile NEXT TO NO OTHER TILE.,,
Restricted Area,199,11,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,Ref,,0,0,0,0,0,0,,Ref,1,No,No,No,,Action: Spend 2MC to draw a card.,Place [the restricted area] tile.,,
Rim Freighters,C35,4,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you trade, you pay 1 less resource for it.",,,
Robinson Industries,,,Corporation,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,47,0,0,0,0,0,No,,0,0,0,0,0,0,,No,1,No,No,No,,Action: Spend 4 MC to increase (one of) your LOWEST PRODUCTION 1 step.,You start with 47 MC.,,
Robotic Workforce,86,9,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,0,,Ref,Ref,Ref,Ref,Ref,Ref,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Duplicate only the production box of one of your building cards.,,Test Here
Rotator Impacts,243,6,Active,Venus,-30,0,0,0,8,14,9,14,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,Ref,,0,0,0,Ref,0,0,,No,2,No,No,No,,"Action: Spend 6 MC to add an asteroid resource to this card (TITANIUM MAY BE USED), or spend 1 resource from this card to increase VENUS 1 step.",Venus must be 14% or lower.,,
Rover Construction,38,8,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,No,,0,0,0,0,0,1,,No,Eff,Ref,No,No,,"Effect: When any city tile is placed, gain 2 MC",,,
Sabotage,121,1,Event,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,Ref,Ref,Ref,0,0,0,No,,0,0,0,0,0,0,,No,0,No,Ref,No,,,"Remove up to 3 titanium from any player, or 4 steel, or 7 MC.",,
Satellites,175,10,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Increase your MC production 1 step for each space tag you have, including this one.",,
Saturn Systems,,,Corporation,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,,42,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: Each time any Jovian tag is put into play, including this, increase your MC production 1 step.",You start with 1 titanium production and 42 MC.,,
